pg_id,title,authors,download_count,languages,subjects,bookshelves,chosen_mime,text_url,local_path,ol_work_key,ol_title,ol_author_name,ol_first_publish_year,ol_subjects,ol_edition_count,ol_languages,ol_match_score,clean_path
86,A Connecticut Yankee in King Arthur's Court,"['Twain, Mark']",5205,['en'],"['Americans -- Great Britain -- Fiction', 'Arthurian romances -- Adaptations', 'Britons -- Fiction', 'Fantasy fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Satire', 'Time travel -- Fiction']","['Arthurian Legends', 'Category: American Literature', 'Category: Classics of Literature', 'Category: Humour', 'Category: Novels', 'Category: Science-Fiction & Fantasy', 'Precursors of Science Fiction']",text/html,https://www.gutenberg.org/ebooks/86.html.images,data/texts/pg_86_A_Connecticut_Yankee_in_King_Arthur_s_Court.txt,/works/OL54031W,A Connecticut Yankee in King Arthur's Court,['Mark Twain'],1889.0,"['Time travel', 'Fiction', 'Arthurian romances', 'Kings and rulers', 'Adaptations', 'Knights and knighthood', 'Americans', 'Britons', 'American fiction (fictional works by one author)', 'Fiction, fantasy, historical', 'Great britain, fiction', 'Arthur, king, fiction', 'Camelot (legendary place), fiction', 'England, fiction', 'Fiction, humorous', 'Fiction, satire', 'Middle Ages', 'Medievalism', 'Middle Ages in literature', 'History', 'Juvenile fiction', 'Large type books', 'Travel', 'King Arthur', ""Connecticut Yankee in King Arthur's court (Twain, Mark)"", 'Life on the Mississippi (Twain, Mark)', 'Mysterious stranger and other stories (Twain, Mark)', ""Children's fiction"", 'Knights and knighthood, fiction', 'Literature and fiction, historical fiction', 'Literature and fiction, fantasy', 'Fiction, fantasy, general', 'History and criticism', 'Arthurian romances, adaptations', 'Criticism and interpretation', 'Fiction, action & adventure', 'Fantasy fiction', 'Satire', 'Knights and knighthood -- Fiction', 'Arthurian romances -- Adaptations', 'Time travel -- Fiction', 'Americans -- Great Britain -- Fiction', 'Kings and rulers -- Fiction', 'Britons -- Fiction', 'Twain, mark, 1835-1910', 'Dictionaries', 'English language', 'German', 'Moyen Âge', 'Romans, nouvelles', 'Voyages dans le temps', 'Long Now Manual for Civilization', 'literature', '18.06 Anglo-American literature']",788.0,"['heb', 'pol', 'dut', 'spa', 'rus', 'eng', 'ger']",0.87,data/cleaned/pg_86_A_Connecticut_Yankee_in_King_Arthur_s_Court_clean.txt
14568,Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.),[],4681,"['en', 'enm']","['Arthurian romances', 'Gawain (Legendary character) -- Romances']","['Category: British Literature', 'Category: Classics of Literature', 'Category: Mythology, Legends & Folklore', 'Category: Poetry', 'Early English Text Society', 'Poetry']",text/html,https://www.gutenberg.org/ebooks/14568.html.images,data/texts/pg_14568_Sir_Gawayne_and_the_Green_Knight_An_Alliterative_Romance-Poem_c._1360_A.D..txt,,,,,,,,,data/cleaned/pg_14568_Sir_Gawayne_and_the_Green_Knight_An_Alliterative_Romance-Poem_c._1360_A.D._clean.txt
31100,The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,"['Austen, Jane']",4388,['en'],"['England -- Social life and customs -- Fiction', 'Love stories, English']","['Category: British Literature', 'Category: Classics of Literature', 'Category: Novels', 'Category: Romance']",text/html,https://www.gutenberg.org/ebooks/31100.html.images,data/texts/pg_31100_The_Complete_Project_Gutenberg_Works_of_Jane_Austen_A_Linked_Index_of_all_PG_Editions_of_J.txt,,,,,,,,,data/cleaned/pg_31100_The_Complete_Project_Gutenberg_Works_of_Jane_Austen_A_Linked_Index_of_all_PG_Editions_of_J_clean.txt
75201,A farewell to arms,"['Hemingway, Ernest']",4383,['en'],"['Man-woman relationships -- Fiction', 'Military deserters -- Fiction', 'Military hospitals -- Fiction', 'Soldiers -- United States -- Fiction', 'War stories', 'War wounds -- Fiction', 'World War, 1914-1918 -- Campaigns -- Italy -- Fiction', 'World War, 1914-1918 -- Fiction', 'World War, 1914-1918 -- Medical care -- Fiction']","['Category: American Literature', 'Category: Classics of Literature', 'Category: History - Warfare', 'Category: Novels', 'Category: Romance', 'Nobel Prizes in Literature']",text/html,https://www.gutenberg.org/ebooks/75201.html.images,data/texts/pg_75201_A_farewell_to_arms.txt,/works/OL63072W,A Farewell to Arms,['Ernest Hemingway'],1929.0,"['Cuentos de guerra', 'World War, 1914-1918', 'Open Library Staff Picks', 'Fiction', 'Campaigns', 'open_syllabus_project', 'American fiction', 'Guerra Mundial I, 1914-1918', 'Ficción', '1914-1918 World War', 'World War (1914-1918) fast (OCoLC)fst01180746', 'Man-woman relationships', 'German language materials', 'American War stories', 'American fiction (fictional works by one author)', 'World War I, 1914-1918, fiction', 'Fiction, war & military', 'Fiction, romance, historical', 'War stories, fiction', 'Man-woman relationships, fiction', 'Spain, fiction', 'American literature', 'Actors', 'National Theatre (New York, N.Y. : Houston Street and 2nd Avenue)', 'Autographs', 'Biography', 'Theater', 'Military deserters', 'War', 'American writers, 1900-1945 - Texts', 'Français (langue)', 'Lectures et morceaux choisis', 'Guerre mondiale, 1914-1918', 'Romans, nouvelles', 'Déserteurs', 'World war (1914-1918)', 'World war, 1914-1918--fiction', 'Roman', 'Amerikanisches englisch', 'Ps3515.e37 f3 2012', '813/.52', 'Fiction in english']",100.0,"['kur', 'cze', 'pol', 'mar', 'spa', 'vie', 'chi', 'eng', 'ger', 'fre']",0.8887499999999999,data/cleaned/pg_75201_A_farewell_to_arms_clean.txt
42671,Pride and Prejudice,"['Austen, Jane']",4187,['en'],"['Courtship -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Love stories', 'Sisters -- Fiction', 'Social classes -- Fiction', 'Young women -- Fiction']","['Best Books Ever Listings', 'Category: British Literature', 'Category: Classics of Literature', 'Category: Novels', 'Category: Romance']",text/html,https://www.gutenberg.org/ebooks/42671.html.images,data/texts/pg_42671_Pride_and_Prejudice.txt,/works/OL66554W,Pride and Prejudice,['Jane Austen'],1813.0,"['Fiction, Romance, Historical, Regency', 'British and Irish fiction (fictional works by one author)', 'Brothers and sisters', 'Courtship', 'Drama', 'English fiction', 'English literature', 'Families', 'Family', 'Family life', 'Family relations', 'Fiction Classics', 'History', 'Interpersonal relations', 'Literary Fiction', 'Love stories', 'manners', 'Manners and customs', 'marriage', 'Sisters', 'Social classes', 'Social life and customs', 'Upper class', 'wealth', 'Women in England', 'young ladies', 'Young women', 'entail', 'Young women, fiction', 'Sisters, fiction', 'Fiction, family life, general', 'England, fiction', 'Man-woman relationships, fiction', 'Roman anglais', 'Classes sociales', 'Romans, nouvelles', 'Sœurs', 'Amours', 'Jeunes femmes', 'Familles', 'Mœurs et coutumes""', 'Clases sociales', 'Novela', 'Jóvenes (Mujeres)', 'Cortejo amoroso', 'Hermanas', 'Cuentos de amor', 'Fiction, coming of age', 'Fiction, romance, general', 'Great britain, social life and customs, fiction', 'Readers', 'Prejudices', 'Romance fiction', 'Historical fiction', 'Classical literature', 'Domestic fiction', 'English language, textbooks for foreign speakers', 'Women, fiction', 'Adaptations', 'Gentry', 'Mate selection', 'Fiction, romance, historical, general', 'English literature (collections)', 'Coloring books', 'Fiction, family life', 'Language and languages, study and teaching', 'Emoticons', 'Drama (dramatic works by one author)', 'Feelings', 'Class', 'Englisch', 'Roman', 'Sociala klasser i litteraturen', 'Prophecies', 'Great britain', 'Reading level-grade 7', 'Reading level-grade 9', 'Reading level-grade 8', 'Reading level-grade 11', 'Reading level-grade 10', 'Reading level-grade 12', 'Large type books', 'Fiction, romance, historical', 'Austen, jane, 1775-1817', 'Literature and fiction (general)', 'English literature, history and criticism', 'England', 'Художественная литература -- Великобритания -- Английская литература -- 1-ая пол. 19 в. -- Романы', 'Novel', 'Fiction', 'Long Now Manual for Civilization', 'Elizabeth Bennet (Fictitious character)', 'Fitzwilliam Darcy (Fictitious character)', 'Pride and prejudice (Austen, Jane)', 'Mr. Collins (Fictitious character)']",4036.0,"['kor', 'hin', 'pol', 'jpn', 'srp', 'vie', 'tam', 'mul', 'ind', 'ita', 'fre', 'cze', 'chi', 'swe', 'pan', 'dut', 'spa', 'guj', 'sin', 'fin', 'por', 'rus', 'eng', 'ger', 'hun', 'cor']",0.8836363636363636,data/cleaned/pg_42671_Pride_and_Prejudice_clean.txt
3268,The Mysteries of Udolpho,"['Radcliffe, Ann Ward']",3836,['en'],"['Castles -- Fiction', 'Gothic fiction', 'Guardian and ward -- Fiction', 'Horror tales', 'Inheritance and succession -- Fiction', 'Italy -- Fiction', 'Orphans -- Fiction', 'Young women -- Fiction']","['Category: British Literature', 'Category: Classics of Literature', 'Category: Crime, Thrillers and Mystery', 'Category: Novels', 'Category: Romance', 'Gothic Fiction', 'Italy']",text/html,https://www.gutenberg.org/ebooks/3268.html.images,data/texts/pg_3268_The_Mysteries_of_Udolpho.txt,/works/OL695211W,The Mysteries of Udolpho,['Ann Radcliffe'],1794.0,"['Castles', 'Classic Literature', 'Fiction', 'Gothic novels', 'Guardian and ward', 'Inheritance and succession', 'Orphans', 'Young women', 'Air', 'Asphyxiating and poisonous Gases', 'Pollution', 'Measurement', 'Haunted houses', 'British and irish fiction (fictional works by one author)', 'Italy, fiction', 'Fiction, horror', 'Fiction, religious', 'Young women, fiction', 'Communication and traffic', 'Fiction, mystery & detective, general', 'Gothic fiction (literary genre)', 'Long now manual for civilization']",210.0,"['fre', 'eng', 'spa', 'ger']",0.8941935483870967,data/cleaned/pg_3268_The_Mysteries_of_Udolpho_clean.txt
1112,Romeo and Juliet,"['Shakespeare, William']",3778,['en'],"['Conflict of generations -- Drama', 'Juliet (Fictitious character) -- Drama', 'Romeo (Fictitious character) -- Drama', 'Vendetta -- Drama', 'Verona (Italy) -- Drama', 'Youth -- Drama']","['Category: British Literature', 'Category: Classics of Literature', 'Category: Plays/Films/Dramas', 'Category: Romance', 'Italy']",text/html,https://www.gutenberg.org/ebooks/1112.html.images,data/texts/pg_1112_Romeo_and_Juliet.txt,/works/OL362427W,Romeo and Juliet,['William Shakespeare'],1597.0,"['Classical Literature', 'British and irish drama (dramatic works by one author)', 'Conflicto entre generaciones', 'Conflict of generations', 'courtship', 'Drama', 'Drama inglés', 'Dramatic production', 'Enemistad mortal', 'English drama (collections), early modern and elizabethan, 1500-1600', 'English literature', 'English literature, study and teaching', 'English Love stories', 'English Young adult drama', 'Families', 'Fiction', 'Juventud', 'Language and linguistics', 'Literature', 'Love-Romance-Fiction', 'Love in adolescence', 'Man-woman relationships', 'Married people', 'open_syllabus_project', 'Performing Arts', 'Plays', 'Quartos', 'Reading Level-Grade 9', 'Reading Level-Grade 10', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Shakespeare', 'Sources', 'Specimens', 'Stage history', 'Suicide', 'Suspense-Fiction', 'Teatro', 'Tragedias', 'Tragedy', 'Vendetta', 'Youth', 'Shakespeare, william, 1564-1616', 'Shakespeare, william, 1564-1616, romeo and juliet', 'Shakespeare, william, 1564-1616, criticism, textual', 'Shakespeare, william, 1564-1616, outlines, syllabi, etc.', 'Shakespeare, william, 1564-1616, dramatic production', 'Shakespeare, william, 1564-1616, stage history', 'Shakespeare, william, 1564-1616, criticism and interpretation', 'Drama, british and irish', 'Shakespeare, william, 1564-1616, adaptations', 'Critique et interprétation', 'Romeo and Juliet (Shakespeare, William)', 'Romeo (Fictitious character)', 'Juliet (Fictitious character)', 'English drama', 'Love', 'Adaptations', 'Comics & graphic novels, literary', 'Drama, collections', 'Translations', 'Tragedies', 'Man-woman relationship', 'Spanish language', 'Motion picture plays', 'Romeo and Juliet', 'Traducciones al español', '18.05 English literature', 'Examinations', 'Fiction, general', 'Vendetta -- Drama', 'Youth -- Drama', 'Verona (Italy) -- Drama', 'Juliet (Fictitious character) -- Drama', 'Romeo (Fictitious character) -- Drama', 'Conflict of generations -- Drama', 'English drama (Tragedy)', 'Translations into Spanish', 'Early modern and Elizabethan', 'Teatro inglés (Tragedia)', 'Literatura inglesa', 'Theater', 'Aufführung', 'Geschichte', 'Drama (dramatic works by one author)', 'Caricatures and cartoons', 'Cartoons and comics', 'Caricatures et dessins humoristiques', 'Translations into Tibetan', 'Translations into German', 'Literature and society', 'History', 'Shakespeare, william , 1564-1616', 'Conflict of generations--drama', 'Vendetta--drama', 'Youth--drama', 'Pr2831.a2 b38 2009', 'Romeo (fictitious character)--drama', 'Juliet (fictitious character)--drama', 'Vendetta--italy--verona--drama', 'Foreign relations', 'Bibliography', 'Criticism and interpretation', 'Juvenile drama']",975.0,"['kor', 'pol', 'hin', 'ara', 'ukr', 'ben', 'cat', 'jpn', 'srp', 'vie', 'afr', 'arm', 'heb', 'tuk', 'mul', 'nor', 'ita', 'urd', 'tur', 'fre', 'tib', 'mar', 'chi', 'ice', 'wel', 'dan', 'dut', 'hrv', 'spa', 'guj', 'sin', 'gre', 'fin', 'por', 'rus', 'eng', 'ger', 'hun']",0.8936842105263157,data/cleaned/pg_1112_Romeo_and_Juliet_clean.txt
19506,A Connecticut Yankee in King Arthur's Court,"['Twain, Mark']",3761,['en'],"['Americans -- Great Britain -- Fiction', 'Arthurian romances -- Adaptations', 'Britons -- Fiction', 'Fantasy fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Satire', 'Time travel -- Fiction']",['Precursors of Science Fiction'],text/html,https://www.gutenberg.org/files/19506/19506-index.html,data/texts/pg_19506_A_Connecticut_Yankee_in_King_Arthur_s_Court.txt,/works/OL54031W,A Connecticut Yankee in King Arthur's Court,['Mark Twain'],1889.0,"['Time travel', 'Fiction', 'Arthurian romances', 'Kings and rulers', 'Adaptations', 'Knights and knighthood', 'Americans', 'Britons', 'American fiction (fictional works by one author)', 'Fiction, fantasy, historical', 'Great britain, fiction', 'Arthur, king, fiction', 'Camelot (legendary place), fiction', 'England, fiction', 'Fiction, humorous', 'Fiction, satire', 'Middle Ages', 'Medievalism', 'Middle Ages in literature', 'History', 'Juvenile fiction', 'Large type books', 'Travel', 'King Arthur', ""Connecticut Yankee in King Arthur's court (Twain, Mark)"", 'Life on the Mississippi (Twain, Mark)', 'Mysterious stranger and other stories (Twain, Mark)', ""Children's fiction"", 'Knights and knighthood, fiction', 'Literature and fiction, historical fiction', 'Literature and fiction, fantasy', 'Fiction, fantasy, general', 'History and criticism', 'Arthurian romances, adaptations', 'Criticism and interpretation', 'Fiction, action & adventure', 'Fantasy fiction', 'Satire', 'Knights and knighthood -- Fiction', 'Arthurian romances -- Adaptations', 'Time travel -- Fiction', 'Americans -- Great Britain -- Fiction', 'Kings and rulers -- Fiction', 'Britons -- Fiction', 'Twain, mark, 1835-1910', 'Dictionaries', 'English language', 'German', 'Moyen Âge', 'Romans, nouvelles', 'Voyages dans le temps', 'Long Now Manual for Civilization', 'literature', '18.06 Anglo-American literature']",788.0,"['heb', 'pol', 'dut', 'spa', 'rus', 'eng', 'ger']",0.87,data/cleaned/pg_19506_A_Connecticut_Yankee_in_King_Arthur_s_Court_clean.txt
2868,The Green Mummy,"['Hume, Fergus']",3735,['en'],"['Detective and mystery stories', 'Fiction']","['Category: Crime, Thrillers and Mystery', 'Category: Novels', 'Category: Romance']",text/html,https://www.gutenberg.org/ebooks/2868.html.images,data/texts/pg_2868_The_Green_Mummy.txt,/works/OL1798948W,The Green Mummy,['Fergus Hume'],1908.0,,10.0,['eng'],0.8836363636363636,data/cleaned/pg_2868_The_Green_Mummy_clean.txt
72,"Thuvia, Maid of Mars","['Burroughs, Edgar Rice']",3448,['en'],"['Mars (Planet) -- Fiction', 'Martians -- Fiction', 'Science fiction']","['Category: Adventure', 'Category: American Literature', 'Category: Romance', 'Category: Science-Fiction & Fantasy', 'Science Fiction']",text/html,https://www.gutenberg.org/ebooks/72.html.images,data/texts/pg_72_Thuvia_Maid_of_Mars.txt,/works/OL1418128W,"Thuvia, Maid of Mars","['Edgar Rice Burroughs', 'Craig Trahan', 'Eric King', 'J. Allen St. John']",1916.0,"['American Science fiction', 'Fiction', 'Science fiction, American', 'Science Fiction', 'Classic Literature', 'John Carter (Fictitious character)', 'Martians', 'Fiction, science fiction, general', 'Fiction, science fiction, action & adventure', 'Barsoom (imaginary place), fiction', 'Carter, john (fictitious character), fiction', 'Extraterrestrial beings', 'American literature', 'Martians -- Fiction', 'Mars (Planet) -- Fiction', 'Mars (Planet)', 'Fiction, action & adventure']",207.0,['eng'],0.87,data/cleaned/pg_72_Thuvia_Maid_of_Mars_clean.txt
601,The Monk: A Romance,"['Lewis, M. G. (Matthew Gregory)']",3384,['en'],"['Gothic fiction', 'Horror tales', 'Madrid (Spain) -- Fiction', 'Monks -- Fiction']","['Best Books Ever Listings', 'Category: British Literature', 'Category: Classics of Literature', 'Category: Novels', 'Category: Romance', 'Gothic Fiction']",text/html,https://www.gutenberg.org/ebooks/601.html.images,data/texts/pg_601_The_Monk_A_Romance.txt,,,,,,,,,data/cleaned/pg_601_The_Monk_A_Romance_clean.txt
16433,The Gay Cockade,"['Bailey, Temple']",3319,['en'],['Short stories'],"['Category: American Literature', 'Category: Novels', 'Category: Romance']",text/html,https://www.gutenberg.org/ebooks/16433.html.images,data/texts/pg_16433_The_Gay_Cockade.txt,/works/OL7873642W,The gay cockade,"['Bailey, Temple']",1921.0,,1.0,['eng'],1.02,data/cleaned/pg_16433_The_Gay_Cockade_clean.txt
7326,The Yeoman Adventurer,"['Gough, George W.']",3225,['en'],"['Adventure stories', 'Farmers -- Fiction', 'Jacobite Rebellion, 1745-1746 -- Fiction', 'Staffordshire (England) -- Fiction']","['Category: Adventure', 'Category: British Literature', 'Category: Historical Novels', 'Category: Romance']",text/html,https://www.gutenberg.org/ebooks/7326.html.images,data/texts/pg_7326_The_Yeoman_Adventurer.txt,/works/OL244029W,The Yeoman Adventurer,['George W. Gough'],1916.0,,12.0,['eng'],0.8914285714285713,data/cleaned/pg_7326_The_Yeoman_Adventurer_clean.txt
12753,The Legends of King Arthur and His Knights,"['Malory, Thomas, Sir', 'Knowles, James, Sir']",3223,['en'],"['Arthur, King -- Legends', 'Arthurian romances -- Adaptations', 'Folklore -- England', 'Knights and knighthood -- Folklore']","['Arthurian Legends', 'Category: Adventure', 'Category: British Literature', 'Category: Mythology, Legends & Folklore', 'Fantasy']",text/html,https://www.gutenberg.org/ebooks/12753.html.images,data/texts/pg_12753_The_Legends_of_King_Arthur_and_His_Knights.txt,/works/OL32090570W,The Legends of King Arthur and his knights of the round table,"['Malory, Thomas Sir']",1868.0,"['Arthurian romances', 'Juvenile fiction', 'Knights and knighthood']",1.0,['eng'],0.8908737864077669,data/cleaned/pg_12753_The_Legends_of_King_Arthur_and_His_Knights_clean.txt
66057,The tale of Genji,['Murasaki Shikibu'],3021,['en'],"['Aristocracy (Social class) -- Japan -- Fiction', 'Hikaru Genji (Fictitious character) -- Fiction', 'Japan -- Court and courtiers -- Fiction', 'Japan -- Social life and customs -- To 1600 -- Fiction', 'Japanese fiction -- To 1600 -- Translations into English', 'Man-woman relationships -- Fiction', 'Princes -- Japan -- Fiction', 'Psychological fiction', 'Romance fiction']",['Category: Novels'],text/html,https://www.gutenberg.org/ebooks/66057.html.images,data/texts/pg_66057_The_tale_of_Genji.txt,/works/OL7910145W,The Tale of Genji,['Murasaki Shikibu'],2000.0,"['Near and far eastern fiction (fictional works by one author)', 'Japan, fiction']",1.0,['eng'],1.02,data/cleaned/pg_66057_The_tale_of_Genji_clean.txt
2465,Carmen,"['Mérimée, Prosper']",2904,['en'],"['Carmen (Fictitious character) -- Fiction', 'Spain -- Social life and customs -- 19th century -- Fiction']","['Category: Crime, Thrillers and Mystery', 'Category: French Literature', 'Category: Novels', 'Category: Romance', 'Opera']",text/html,https://www.gutenberg.org/ebooks/2465.html.images,data/texts/pg_2465_Carmen.txt,/works/OL39843423W,Carmen,['Prosper Prosper Merimee'],2013.0,,4.0,['eng'],0.8778947368421053,data/cleaned/pg_2465_Carmen_clean.txt
2002,Sonnets from the Portuguese,"['Browning, Elizabeth Barrett']",2867,['en'],"['Love poetry, English', 'Sonnets, English']","['Category: British Literature', 'Category: Poetry', 'Category: Romance']",text/plain; charset=utf-8,https://www.gutenberg.org/files/2002/2002-0.txt,data/texts/pg_2002_Sonnets_from_the_Portuguese.txt,/works/OL1198482W,Sonnets from the Portuguese,['Elizabeth Barrett Browning'],1896.0,"['English Sonnets', 'English Love poetry', 'Correspondence', 'Elston Press', 'Miniature books', 'Love-letters', 'English Poets', 'Specimens', 'Fiction', 'Poetry', 'English poetry', 'Poetry (poetic works by one author)', 'English Women poets']",55.0,"['ger', 'eng', 'heb']",0.9161538461538461,data/cleaned/pg_2002_Sonnets_from_the_Portuguese_clean.txt
